,Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result,Profit
1474,2,800.0,1263,14,FLAT,GOOD/SOFT,45,1,LOSER,-2.0
1475,5,8.2,76,12,FLAT,FAST,20,4,LOSER,-5.0
1476,2,1.51,12,11,CHASE,GOOD ,35,1,WINNER,3.02
1477,2,4.1,156,8,FLAT,GOOD/FIRM,31,3,LOSER,-2.0
1478,5,2.16,9,13,FLAT,HEAVY,69,4,WINNER,10.8
1479,2,2.32,229,9,FLAT,SOFT,14,3,LOSER,-2.0
1480,5,5.2,214,23,FLAT,GOOD/SOFT,12,4,LOSER,-5.0
1481,2,3.5,52,7,HURDLE,FAST,9,2,LOSER,-2.0
1482,5,3.75,1940,9,FLAT,FAST,25,4,WINNER,18.75
1483,5,3.3,1327,9,CHASE,FAST,118,5,LOSER,-5.0
1484,5,2.3,13,7,FLAT,FIRM,22,5,LOSER,-5.0
1485,2,4.6,175,16,HURDLE,FAST,16,2,LOSER,-2.0
1486,2,2.64,158,11,FLAT,GOOD ,92,2,LOSER,-2.0
1487,5,1.04,70,12,CHASE,FIRM,32,4,WINNER,5.2
1488,2,1.39,12,9,HURDLE,SOFT,28,2,WINNER,2.78
1489,2,2.92,1081,12,FLAT,FAST,21,3,LOSER,-2.0
1490,2,3.3,48,7,CHASE,GOOD/FIRM,85,2,WINNER,6.6
1491,2,10.0,202,8,FLAT,SOFT,12,2,LOSER,-2.0
1492,2,1.73,17,20,FLAT,SOFT,20,3,LOSER,-2.0
1493,2,1.1,32,7,FLAT,GOOD/SOFT,17,2,WINNER,2.2
1494,2,5.2,165,8,HURDLE,GOOD/FIRM,17,3,LOSER,-2.0
1495,2,1.74,12,7,FLAT,FAST,12,3,WINNER,3.48
1496,2,3.9,97,7,HURDLE,SOFT,11,1,WINNER,7.8
1497,2,70.0,115,9,FLAT,SOFT,40,2,LOSER,-2.0
1498,2,1.65,386,8,FLAT,FAST,10,2,WINNER,3.3
1499,5,7.4,279,7,FLAT,GOOD ,25,5,LOSER,-5.0
1500,5,1.11,116,10,HURDLE,SOFT,10,4,WINNER,5.550000000000001
1501,2,140.0,154,10,CHASE,HEAVY,50,1,LOSER,-2.0
1502,2,3.75,357,9,CHASE,SOFT,13,1,WINNER,7.5
1503,2,1.6,22,12,FLAT,GOOD/FIRM,11,3,WINNER,3.2
1504,2,140.0,1013,22,CHASE,FIRM,19,1,LOSER,-2.0
1505,2,5.6,156,6,HURDLE,FIRM,13,1,LOSER,-2.0
1506,2,2.52,62,9,HURDLE,HEAVY,7,1,LOSER,-2.0
1507,5,1.69,1523,6,FLAT,FAST,42,5,LOSER,-5.0
1508,2,2.16,81,8,FLAT,FAST,9,2,LOSER,-2.0
1509,2,1.15,580,14,FLAT,SOFT,27,1,WINNER,2.3
1510,5,5.2,169,15,FLAT,GOOD/SOFT,39,5,LOSER,-5.0
1511,2,3.6,134,6,HURDLE,GOOD/FIRM,17,2,LOSER,-2.0
1512,2,1.02,1338,22,FLAT,FIRM,24,2,LOSER,-2.0
1513,2,3.5,206,9,CHASE,SOFT,15,1,LOSER,-2.0
1514,2,500.0,521,18,FLAT,GOOD/FIRM,32,3,LOSER,-2.0
1515,2,5.6,1693,10,HURDLE,FAST,87,2,LOSER,-2.0
1516,2,1.75,84,8,HURDLE,FAST,19,1,WINNER,3.5
1517,5,1.36,61,6,HURDLE,GOOD/FIRM,17,5,LOSER,-5.0
1518,5,1.41,10,7,HURDLE,HEAVY,51,4,LOSER,-5.0
1519,5,2.24,113,12,HURDLE,FIRM,14,5,WINNER,11.200000000000001
1520,2,140.0,16,22,HURDLE,FAST,17,3,LOSER,-2.0
1521,2,2.8,290,13,HURDLE,FIRM,10,3,LOSER,-2.0
1522,2,4.1,185,11,CHASE,SOFT,24,1,WINNER,8.2
1523,2,1.08,20,11,HURDLE,HEAVY,30,1,WINNER,2.16
1524,2,1.28,1693,9,FLAT,SOFT,14,2,LOSER,-2.0
1525,5,2.22,400,8,FLAT,SOFT,8,5,LOSER,-5.0
1526,2,1.76,397,21,FLAT,FAST,21,1,LOSER,-2.0
1527,2,8.8,12,10,CHASE,HEAVY,18,3,LOSER,-2.0
1528,2,1.05,2,9,HURDLE,GOOD/FIRM,15,1,WINNER,2.1
1529,2,3.45,177,17,FLAT,FIRM,20,2,WINNER,6.9
1530,2,2.72,430,12,HURDLE,FAST,70,2,LOSER,-2.0
1531,5,3.6,567,6,FLAT,GOOD/FIRM,9,5,WINNER,18.0
1532,2,4.8,183,6,HURDLE,FIRM,21,2,WINNER,9.6
1533,2,4.0,296,6,FLAT,FIRM,89,1,LOSER,-2.0
1534,2,2.04,92,13,FLAT,GOOD/FIRM,11,3,WINNER,4.08
1535,2,160.0,2150,7,HURDLE,GOOD ,38,1,LOSER,-2.0
1536,2,1.58,147,12,HURDLE,GOOD ,20,2,WINNER,3.16
1537,2,1.14,29,7,HURDLE,FIRM,45,1,WINNER,2.28
1538,5,2.46,83,9,FLAT,GOOD/SOFT,9,4,LOSER,-5.0
1539,5,6.4,564,8,FLAT,SOFT,42,5,LOSER,-5.0
1540,2,1.44,1114,8,FLAT,GOOD ,20,1,LOSER,-2.0
1541,5,1.11,338,9,FLAT,FAST,21,5,WINNER,5.550000000000001
1542,2,6.0,242,19,FLAT,SOFT,26,1,LOSER,-2.0
1543,2,3.3,27,9,FLAT,HEAVY,13,2,LOSER,-2.0
1544,5,1.67,84,11,CHASE,HEAVY,20,5,WINNER,8.35
1545,2,4.9,89,20,HURDLE,HEAVY,7,3,LOSER,-2.0
1546,2,2.08,61,19,HURDLE,FIRM,7,1,LOSER,-2.0
1547,5,1.66,107,18,FLAT,GOOD/FIRM,26,4,WINNER,8.299999999999999
1548,2,1.56,111,11,HURDLE,SOFT,17,3,WINNER,3.12
1549,5,2.72,106,7,FLAT,FAST,19,5,LOSER,-5.0
1550,2,2.48,79,14,FLAT,GOOD/FIRM,69,2,LOSER,-2.0
1551,2,1.5,159,13,HURDLE,HEAVY,8,1,WINNER,3.0
1552,5,1.23,522,7,CHASE,SOFT,27,4,WINNER,6.15
1553,2,2.8,445,8,HURDLE,SOFT,19,2,LOSER,-2.0
1554,5,80.0,191,11,HURDLE,GOOD/FIRM,27,5,LOSER,-5.0
1555,2,9.8,907,14,HURDLE,FIRM,21,1,LOSER,-2.0
1556,2,1.67,28,16,HURDLE,FIRM,9,2,WINNER,3.34
1557,2,7.2,33,25,FLAT,GOOD/SOFT,40,3,LOSER,-2.0
1558,2,2.76,945,7,HURDLE,FAST,89,1,LOSER,-2.0
1559,2,5.8,135,9,FLAT,GOOD/SOFT,43,1,WINNER,11.6
1560,2,11.0,697,11,CHASE,FAST,78,2,WINNER,22.0
1561,2,1.68,778,8,HURDLE,GOOD/FIRM,19,1,WINNER,3.36
1562,2,1.01,110,18,HURDLE,HEAVY,18,2,WINNER,2.02
1563,2,1.13,159,13,HURDLE,HEAVY,29,3,WINNER,2.26
1564,5,5.7,404,11,HURDLE,HEAVY,16,5,LOSER,-5.0
1565,5,5.0,64,18,FLAT,GOOD/FIRM,21,5,LOSER,-5.0
1566,2,2.96,25,8,FLAT,FAST,10,1,LOSER,-2.0
1567,2,5.2,76,8,HURDLE,FAST,18,1,WINNER,10.4
1568,2,5.2,21,8,CHASE,GOOD/FIRM,42,1,LOSER,-2.0
1569,5,1.97,191,14,FLAT,GOOD/SOFT,28,5,LOSER,-5.0
1570,2,1.97,1957,5,HURDLE,FIRM,35,2,WINNER,3.94
1571,2,1.13,175,7,FLAT,GOOD ,21,2,WINNER,2.26
1572,5,80.0,67,10,CHASE,GOOD/SOFT,42,4,LOSER,-5.0
1573,5,2.12,480,12,FLAT,GOOD/SOFT,21,5,LOSER,-5.0
1574,2,1.63,28,6,FLAT,GOOD/FIRM,27,2,WINNER,3.26
1575,2,1.75,8,11,CHASE,GOOD/FIRM,14,2,WINNER,3.5
1576,2,1.87,397,17,FLAT,FAST,25,2,LOSER,-2.0
1577,2,400.0,330,8,HURDLE,GOOD ,62,2,LOSER,-2.0
1578,2,1.74,162,12,FLAT,HEAVY,25,1,WINNER,3.48
1579,2,35.0,775,24,HURDLE,GOOD/FIRM,21,2,LOSER,-2.0
1580,2,1.82,474,6,FLAT,FIRM,14,2,WINNER,3.64
1581,5,120.0,16,8,CHASE,GOOD/FIRM,20,5,LOSER,-5.0
1582,2,5.1,75,20,HURDLE,GOOD/SOFT,5,1,LOSER,-2.0
1583,2,2.52,26,7,FLAT,GOOD ,53,2,LOSER,-2.0
1584,2,1.04,22,19,CHASE,HEAVY,19,3,WINNER,2.08
1585,5,1.13,168,9,HURDLE,FAST,7,5,WINNER,5.6499999999999995
1586,5,1.36,940,11,HURDLE,GOOD/SOFT,15,5,WINNER,6.800000000000001
1587,2,2.64,1584,9,HURDLE,FAST,44,1,WINNER,5.28
1588,2,1.08,215,21,FLAT,FIRM,24,1,WINNER,2.16
1589,5,3.85,480,25,FLAT,SOFT,21,4,LOSER,-5.0
1590,2,1.84,59,7,FLAT,FAST,28,3,WINNER,3.68
1591,2,5.3,40,13,HURDLE,GOOD ,64,3,WINNER,10.6
1592,5,2.38,51,7,FLAT,SOFT,33,5,WINNER,11.899999999999999
1593,2,6.8,2,7,FLAT,SOFT,16,3,LOSER,-2.0
1594,2,35.0,20,9,CHASE,FIRM,25,2,LOSER,-2.0
1595,2,4.8,135,11,FLAT,GOOD/FIRM,17,2,LOSER,-2.0
1596,2,2.8,1607,7,FLAT,SOFT,19,3,LOSER,-2.0
1597,2,1.7,191,12,HURDLE,GOOD ,56,3,WINNER,3.4
1598,2,3.45,96,7,HURDLE,GOOD/SOFT,15,2,LOSER,-2.0
1599,2,1.1,101,13,HURDLE,GOOD/FIRM,18,3,WINNER,2.2
1600,5,1.34,2006,24,FLAT,FAST,26,4,LOSER,-5.0
1601,5,1.89,202,8,HURDLE,FAST,12,5,LOSER,-5.0
1602,2,5.5,66,9,HURDLE,GOOD ,17,2,LOSER,-2.0
1603,2,9.0,44,8,FLAT,GOOD/FIRM,33,2,LOSER,-2.0
1604,5,1.16,41,10,CHASE,GOOD/SOFT,11,4,WINNER,5.8
1605,5,17.0,377,8,HURDLE,GOOD/FIRM,43,5,LOSER,-5.0
1606,2,1.61,600,9,CHASE,FIRM,29,3,WINNER,3.22
1607,2,1.41,7,9,FLAT,FIRM,26,3,WINNER,2.82
1608,2,1.92,76,5,CHASE,SOFT,29,1,WINNER,3.84
1609,5,2.8,59,10,FLAT,GOOD/FIRM,27,5,LOSER,-5.0
1610,2,1.94,144,10,HURDLE,GOOD ,34,3,WINNER,3.88
1611,2,500.0,25,15,FLAT,GOOD ,25,1,LOSER,-2.0
1612,5,5.1,21,9,HURDLE,GOOD/SOFT,23,4,LOSER,-5.0
1613,5,1.79,1354,9,FLAT,GOOD/SOFT,15,4,LOSER,-5.0
1614,2,2.86,61,10,HURDLE,GOOD ,54,3,WINNER,5.72
1615,5,900.0,6,20,HURDLE,GOOD/FIRM,13,5,LOSER,-5.0
1616,5,5.8,14,9,HURDLE,GOOD/FIRM,11,4,WINNER,29.0
1617,5,2.26,123,9,FLAT,FAST,13,5,WINNER,11.299999999999999
1618,2,1.93,67,7,FLAT,FIRM,30,3,WINNER,3.86
1619,2,2.08,24,5,FLAT,FIRM,17,3,LOSER,-2.0
1620,2,5.2,187,14,FLAT,GOOD/SOFT,40,2,WINNER,10.4
1621,2,1.4,40,8,HURDLE,FAST,16,2,WINNER,2.8
1622,2,4.4,8,9,HURDLE,GOOD/SOFT,5,1,LOSER,-2.0
1623,2,1.6,13,9,HURDLE,HEAVY,8,1,WINNER,3.2
1624,2,3.35,1580,12,HURDLE,HEAVY,22,1,LOSER,-2.0
1625,2,1.39,47,18,FLAT,FIRM,71,3,WINNER,2.78
1626,5,1.4,493,22,FLAT,GOOD/SOFT,17,4,LOSER,-5.0
1627,2,2.18,555,7,CHASE,SOFT,14,2,WINNER,4.36
1628,2,2.44,160,12,HURDLE,HEAVY,43,2,LOSER,-2.0
1629,2,1.78,5,8,HURDLE,SOFT,16,3,WINNER,3.56
1630,5,2.62,34,17,HURDLE,GOOD/SOFT,11,5,LOSER,-5.0
1631,5,1.91,835,23,FLAT,FIRM,36,5,WINNER,9.549999999999999
1632,2,1.51,17,11,FLAT,SOFT,13,1,LOSER,-2.0
1633,2,700.0,49,7,HURDLE,HEAVY,29,1,LOSER,-2.0
1635,2,9.4,102,7,FLAT,GOOD/FIRM,12,3,WINNER,18.8
1636,5,17.0,120,17,FLAT,FIRM,19,4,LOSER,-5.0
1637,2,2.74,345,13,HURDLE,GOOD/SOFT,18,3,LOSER,-2.0
1638,2,13.0,130,6,FLAT,GOOD/SOFT,18,3,LOSER,-2.0
1639,5,1.61,250,8,FLAT,SOFT,116,5,LOSER,-5.0
1640,2,16.0,959,5,HURDLE,GOOD/SOFT,21,2,LOSER,-2.0
1641,2,1.73,172,11,HURDLE,GOOD ,28,1,WINNER,3.46
1642,2,2.12,14,11,CHASE,FIRM,29,2,WINNER,4.24
1643,5,1.09,59,5,FLAT,HEAVY,22,5,WINNER,5.45
1644,2,2.72,573,7,FLAT,FIRM,12,1,LOSER,-2.0
1645,2,1.64,1374,13,HURDLE,FAST,24,2,LOSER,-2.0
1646,2,2.58,158,6,FLAT,HEAVY,12,1,LOSER,-2.0
1647,2,1.77,1108,7,HURDLE,SOFT,35,2,LOSER,-2.0
1648,2,1.35,19,5,FLAT,GOOD/SOFT,18,3,LOSER,-2.0
1649,2,1.76,1759,9,FLAT,FIRM,18,1,LOSER,-2.0
1650,2,5.8,864,7,FLAT,SOFT,20,1,LOSER,-2.0
1651,5,1.06,17,6,FLAT,GOOD/SOFT,23,5,WINNER,5.300000000000001
1652,2,4.5,68,9,FLAT,HEAVY,21,3,LOSER,-2.0
1653,2,1.25,64,8,FLAT,FIRM,28,1,WINNER,2.5
1654,2,1.28,24,10,FLAT,SOFT,34,1,LOSER,-2.0
1655,5,17.0,53,8,CHASE,GOOD/FIRM,23,5,LOSER,-5.0
1656,2,1.37,183,9,CHASE,GOOD/FIRM,36,2,WINNER,2.74
1657,2,7.8,1855,7,FLAT,GOOD/SOFT,44,3,LOSER,-2.0
1658,5,1.01,7,9,FLAT,GOOD/FIRM,8,4,WINNER,5.05
1659,2,2.48,1678,8,HURDLE,GOOD/SOFT,33,1,LOSER,-2.0
1660,2,1.08,34,12,CHASE,HEAVY,16,2,WINNER,2.16
1662,5,70.0,154,11,HURDLE,FIRM,77,5,LOSER,-5.0
1663,5,2.54,1632,8,HURDLE,FIRM,17,5,WINNER,12.7
1664,5,4.7,401,10,FLAT,GOOD/FIRM,17,4,LOSER,-5.0
1665,2,2.28,115,9,CHASE,SOFT,23,3,WINNER,4.56
1666,2,3.6,10,12,FLAT,GOOD ,66,1,LOSER,-2.0
1667,2,10.0,51,5,FLAT,SOFT,16,1,LOSER,-2.0
1668,5,30.0,444,6,FLAT,GOOD/SOFT,21,5,LOSER,-5.0
1669,2,40.0,1876,5,FLAT,FIRM,16,2,LOSER,-2.0
1670,5,15.0,145,12,CHASE,GOOD ,24,5,WINNER,75.0
1671,5,120.0,60,11,FLAT,GOOD ,72,5,LOSER,-5.0
1672,2,3.25,1014,7,FLAT,GOOD/FIRM,22,2,LOSER,-2.0
1673,5,1.08,1329,11,FLAT,GOOD ,17,5,LOSER,-5.0
1674,2,1.31,1141,6,FLAT,HEAVY,34,3,LOSER,-2.0
1675,2,9.0,191,8,HURDLE,GOOD/FIRM,19,2,LOSER,-2.0
1676,2,2.7,346,8,FLAT,GOOD ,10,2,LOSER,-2.0
1677,2,7.0,10,21,FLAT,HEAVY,41,3,LOSER,-2.0
1678,2,8.6,113,7,CHASE,HEAVY,7,3,LOSER,-2.0
1679,5,40.0,200,8,FLAT,GOOD/FIRM,18,5,LOSER,-5.0
1680,2,2.68,59,12,HURDLE,FAST,17,3,WINNER,5.36
1681,2,3.25,249,12,FLAT,SOFT,23,3,LOSER,-2.0
1682,5,1.87,244,6,HURDLE,GOOD/FIRM,16,4,LOSER,-5.0
1683,2,400.0,290,8,FLAT,GOOD/SOFT,15,1,LOSER,-2.0
1684,2,1.28,58,6,FLAT,FAST,25,2,LOSER,-2.0
1685,2,2.44,132,5,FLAT,SOFT,80,3,LOSER,-2.0
1686,2,5.2,125,7,HURDLE,FIRM,27,3,WINNER,10.4
1687,5,8.4,5,6,FLAT,FAST,25,5,LOSER,-5.0
1688,2,6.0,661,6,FLAT,SOFT,14,1,LOSER,-2.0
1689,2,1.88,1074,10,FLAT,SOFT,23,3,WINNER,3.76
1690,2,2.18,12,10,HURDLE,SOFT,20,3,WINNER,4.36
1691,5,1.85,1537,16,FLAT,HEAVY,9,4,LOSER,-5.0
1692,2,1.38,8,10,HURDLE,FIRM,25,1,WINNER,2.76
1693,2,1.36,1030,14,HURDLE,GOOD/FIRM,18,2,WINNER,2.72
1694,2,5.9,1257,7,FLAT,FIRM,45,2,LOSER,-2.0
1695,5,2.14,51,9,HURDLE,GOOD/SOFT,23,5,WINNER,10.700000000000001
1696,5,1.28,362,8,FLAT,FAST,18,5,LOSER,-5.0
1697,2,1.16,72,25,FLAT,HEAVY,15,1,WINNER,2.32
1698,2,2.24,174,7,CHASE,FAST,11,3,LOSER,-2.0
1699,2,5.5,60,17,HURDLE,GOOD/SOFT,16,3,WINNER,11.0
1700,5,5.2,110,5,FLAT,FIRM,24,4,WINNER,26.0
1701,2,1.2,641,10,CHASE,GOOD/FIRM,34,1,WINNER,2.4
1702,2,900.0,33,5,FLAT,GOOD/SOFT,19,1,LOSER,-2.0
1703,2,5.6,328,13,FLAT,SOFT,21,1,LOSER,-2.0
1704,2,1.32,14,10,FLAT,GOOD/FIRM,18,1,WINNER,2.64
1705,5,3.55,505,5,FLAT,FIRM,71,5,LOSER,-5.0
1706,2,6.4,256,12,FLAT,GOOD/SOFT,73,1,LOSER,-2.0
1707,2,2.48,157,14,CHASE,FAST,18,2,WINNER,4.96
1708,2,1.65,681,5,HURDLE,HEAVY,58,1,LOSER,-2.0
1709,2,1.95,99,10,FLAT,GOOD/SOFT,14,1,LOSER,-2.0
1710,5,350.0,1107,8,HURDLE,GOOD ,28,5,LOSER,-5.0
1711,2,5.1,401,10,FLAT,GOOD/SOFT,11,1,WINNER,10.2
1712,2,2.82,824,13,FLAT,GOOD/FIRM,19,3,WINNER,5.64
1713,2,2.78,1212,18,HURDLE,HEAVY,19,3,WINNER,5.56
1714,2,1.75,451,8,HURDLE,FIRM,15,2,WINNER,3.5
1715,2,8.0,39,16,FLAT,SOFT,19,2,LOSER,-2.0
1716,2,1.84,55,10,CHASE,HEAVY,17,2,WINNER,3.68
1717,5,10.0,5,13,HURDLE,GOOD/FIRM,47,4,LOSER,-5.0
1718,2,1.09,171,14,FLAT,SOFT,24,1,WINNER,2.18
1719,2,1.55,43,11,FLAT,FAST,37,2,WINNER,3.1
1720,5,1.43,169,5,FLAT,FAST,38,5,LOSER,-5.0
1721,2,2.78,11,19,HURDLE,HEAVY,46,3,LOSER,-2.0
1722,5,1.74,170,12,FLAT,FIRM,20,4,WINNER,8.7
1723,5,3.45,70,13,FLAT,SOFT,26,4,LOSER,-5.0
1724,2,5.3,1110,7,FLAT,GOOD/FIRM,13,2,WINNER,10.6
1725,2,2.3,1981,23,CHASE,GOOD ,18,1,LOSER,-2.0
1726,2,1.59,247,22,HURDLE,GOOD/SOFT,29,3,LOSER,-2.0
1727,2,3.3,3,14,FLAT,HEAVY,30,2,LOSER,-2.0
1728,2,1.89,929,11,HURDLE,FIRM,76,2,WINNER,3.78
1729,5,7.4,562,9,FLAT,FAST,64,4,LOSER,-5.0
1730,2,180.0,22,8,FLAT,FIRM,10,1,LOSER,-2.0
1731,2,1.55,19,17,HURDLE,SOFT,35,2,WINNER,3.1
1732,5,1.58,770,11,HURDLE,HEAVY,12,4,LOSER,-5.0
1733,2,2.72,162,8,FLAT,GOOD/SOFT,18,2,LOSER,-2.0
1734,2,3.4,9,19,HURDLE,GOOD/SOFT,9,2,LOSER,-2.0
1735,5,6.2,25,6,FLAT,GOOD/SOFT,17,4,LOSER,-5.0
1736,2,1.09,41,8,CHASE,GOOD/SOFT,42,2,WINNER,2.18
1737,2,1.16,1947,9,CHASE,SOFT,39,3,WINNER,2.32
1738,5,1.83,97,8,FLAT,GOOD ,34,4,WINNER,9.15
1739,2,18.0,58,7,HURDLE,GOOD ,22,1,LOSER,-2.0
1740,2,3.8,168,7,HURDLE,HEAVY,19,2,LOSER,-2.0
1741,2,3.6,46,8,HURDLE,FIRM,10,2,LOSER,-2.0
1742,2,2.28,159,14,FLAT,GOOD ,14,2,WINNER,4.56
1743,2,1.58,22,15,FLAT,GOOD/FIRM,21,1,WINNER,3.16
1744,5,1.3,156,14,FLAT,GOOD ,18,4,WINNER,6.5
1745,5,2.66,875,16,FLAT,SOFT,36,5,LOSER,-5.0
1746,2,800.0,42,21,HURDLE,GOOD ,7,1,LOSER,-2.0
1747,2,4.4,149,12,CHASE,GOOD/FIRM,19,2,LOSER,-2.0
1748,2,1.29,240,9,HURDLE,SOFT,36,3,LOSER,-2.0
1749,2,2.18,281,11,FLAT,FAST,16,3,LOSER,-2.0
1750,5,60.0,112,7,FLAT,GOOD ,23,4,LOSER,-5.0
1751,5,2.38,72,10,FLAT,GOOD ,24,5,WINNER,11.899999999999999
1752,5,1.74,170,13,FLAT,GOOD/FIRM,22,5,WINNER,8.7
1753,2,6.6,1374,6,HURDLE,GOOD ,19,2,LOSER,-2.0
1754,2,300.0,103,11,FLAT,FAST,17,2,LOSER,-2.0
1755,2,4.1,154,19,HURDLE,FIRM,36,2,LOSER,-2.0
1756,2,5.5,683,8,CHASE,FAST,74,3,LOSER,-2.0
1757,2,19.0,749,8,FLAT,FAST,21,1,LOSER,-2.0
1758,5,13.0,41,15,FLAT,HEAVY,97,5,LOSER,-5.0
1759,5,1.1,1970,18,HURDLE,FIRM,15,4,WINNER,5.5
1760,2,2.06,138,20,HURDLE,HEAVY,11,3,LOSER,-2.0
1761,2,3.55,312,22,FLAT,FAST,25,1,LOSER,-2.0
1762,2,3.2,585,10,FLAT,GOOD/FIRM,40,1,LOSER,-2.0
1763,5,1.32,366,10,FLAT,FAST,30,4,LOSER,-5.0
1764,2,500.0,8,11,HURDLE,FAST,39,1,LOSER,-2.0
1765,2,4.0,201,7,FLAT,GOOD ,24,1,LOSER,-2.0
1766,2,3.7,10,9,HURDLE,GOOD/SOFT,18,1,LOSER,-2.0
1767,5,1.05,145,9,HURDLE,GOOD/SOFT,6,4,WINNER,5.25
1768,2,1.84,126,7,HURDLE,GOOD/FIRM,13,3,WINNER,3.68
1769,5,1.88,208,14,FLAT,SOFT,10,4,WINNER,9.399999999999999
1770,2,1.09,56,7,HURDLE,FIRM,21,1,WINNER,2.18
1771,5,2.52,161,8,HURDLE,GOOD/FIRM,21,5,LOSER,-5.0
1772,2,1.29,136,6,FLAT,GOOD/FIRM,17,2,WINNER,2.58
1773,2,400.0,45,10,FLAT,GOOD ,12,3,LOSER,-2.0
1774,2,3.45,14,6,CHASE,SOFT,7,2,WINNER,6.9
1775,5,2.82,481,6,FLAT,GOOD ,66,5,LOSER,-5.0
1776,5,2.38,90,8,FLAT,FIRM,83,5,WINNER,11.899999999999999
1777,2,16.0,5,16,CHASE,GOOD/SOFT,7,3,LOSER,-2.0
1778,2,1.32,1119,9,CHASE,SOFT,27,1,WINNER,2.64
1779,5,1.7,48,9,FLAT,HEAVY,19,5,WINNER,8.5
1780,2,1.7,85,6,HURDLE,HEAVY,60,3,LOSER,-2.0
1781,5,1.86,301,7,HURDLE,FIRM,15,5,WINNER,9.3
1782,2,7.4,6,6,FLAT,GOOD/SOFT,41,1,WINNER,14.8
1783,5,600.0,108,13,CHASE,HEAVY,86,4,LOSER,-5.0
1784,2,1.62,448,6,FLAT,GOOD/SOFT,34,2,WINNER,3.24
1785,2,10.0,7,10,FLAT,HEAVY,24,2,LOSER,-2.0
1786,5,6.6,7,8,FLAT,HEAVY,21,4,LOSER,-5.0
1787,5,3.75,16,9,HURDLE,GOOD/SOFT,31,5,LOSER,-5.0
1788,2,1.3,591,7,HURDLE,GOOD/FIRM,18,1,LOSER,-2.0
1789,5,2.82,327,18,CHASE,FIRM,19,5,WINNER,14.1
1790,2,3.8,52,10,FLAT,GOOD ,15,2,LOSER,-2.0
1791,2,3.4,304,7,FLAT,GOOD/FIRM,29,1,LOSER,-2.0
1792,2,1.6,93,16,CHASE,GOOD/FIRM,30,2,WINNER,3.2
1793,2,1.48,351,10,HURDLE,GOOD ,16,1,WINNER,2.96
1794,5,160.0,75,6,FLAT,SOFT,15,4,LOSER,-5.0
1795,2,1.44,110,5,FLAT,GOOD/SOFT,11,1,LOSER,-2.0
1796,2,350.0,76,8,HURDLE,SOFT,11,3,LOSER,-2.0
1797,2,1.8,9,6,HURDLE,FAST,18,2,WINNER,3.6
1798,2,120.0,60,11,FLAT,FIRM,13,1,LOSER,-2.0
1799,2,700.0,1552,6,FLAT,FIRM,20,2,LOSER,-2.0
1800,5,1.23,874,10,HURDLE,GOOD/FIRM,8,5,WINNER,6.15
1801,2,2.96,534,10,FLAT,FAST,47,2,WINNER,5.92
1802,5,1.57,5,7,FLAT,GOOD/FIRM,20,4,LOSER,-5.0
1803,5,1.22,97,23,CHASE,HEAVY,15,5,LOSER,-5.0
1804,5,7.6,148,19,FLAT,GOOD ,24,4,LOSER,-5.0
1805,5,1.78,1528,9,FLAT,FIRM,62,5,WINNER,8.9
1806,2,3.7,27,6,CHASE,GOOD/FIRM,41,1,LOSER,-2.0
1807,5,1.43,7,6,FLAT,GOOD ,8,5,WINNER,7.1499999999999995
1808,5,1.28,732,16,FLAT,GOOD/SOFT,14,5,WINNER,6.4
1809,5,1.59,7,22,HURDLE,FAST,7,4,LOSER,-5.0
1810,2,4.5,578,18,FLAT,GOOD/FIRM,29,3,LOSER,-2.0
1811,2,3.05,141,7,HURDLE,HEAVY,28,1,LOSER,-2.0
1812,5,1.09,313,12,HURDLE,GOOD/FIRM,10,4,WINNER,5.45
1813,2,6.4,19,6,FLAT,HEAVY,24,3,WINNER,12.8
1814,2,1.32,23,15,FLAT,HEAVY,28,2,WINNER,2.64
1815,5,1.72,317,15,HURDLE,GOOD/FIRM,43,5,WINNER,8.6
1816,2,1.35,50,14,HURDLE,SOFT,17,1,WINNER,2.7
1817,2,2.82,5,6,HURDLE,HEAVY,21,2,LOSER,-2.0
1818,2,900.0,1249,10,FLAT,FIRM,33,1,LOSER,-2.0
1819,5,60.0,140,7,FLAT,GOOD/SOFT,5,5,LOSER,-5.0
1820,5,2.58,60,8,FLAT,HEAVY,10,5,WINNER,12.9
1821,2,1.52,31,8,FLAT,GOOD/FIRM,18,3,WINNER,3.04
1822,2,4.9,28,8,HURDLE,GOOD/FIRM,20,1,WINNER,9.8
1823,2,2.92,292,11,FLAT,FAST,48,1,LOSER,-2.0
1824,2,1.46,408,17,FLAT,FIRM,37,3,LOSER,-2.0
1825,5,140.0,11,19,HURDLE,FAST,101,4,LOSER,-5.0
1826,2,1.45,351,7,HURDLE,FAST,37,2,WINNER,2.9
1827,2,1.56,259,19,HURDLE,FIRM,13,1,LOSER,-2.0
1828,2,1.13,523,15,FLAT,FIRM,55,1,WINNER,2.26
1829,2,7.6,1285,16,CHASE,FAST,15,1,LOSER,-2.0
1830,2,1.31,141,22,FLAT,FIRM,12,1,LOSER,-2.0
1831,2,1.3,206,7,FLAT,FAST,29,3,LOSER,-2.0
1832,5,1.25,1941,17,FLAT,GOOD/FIRM,28,5,WINNER,6.25
1833,2,1.02,1774,17,FLAT,FAST,23,3,WINNER,2.04
1834,2,3.6,179,8,FLAT,SOFT,77,2,LOSER,-2.0
