Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result
5,1.09,313,12,HURDLE,GOOD/FIRM,10,4,WINNER
2,6.4,19,6,FLAT,HEAVY,24,3,WINNER
2,1.32,23,15,FLAT,HEAVY,28,2,WINNER
5,1.72,317,15,HURDLE,GOOD/FIRM,43,5,WINNER
2,1.35,50,14,HURDLE,SOFT,17,1,WINNER
2,2.82,5,6,HURDLE,HEAVY,21,2,LOSER
2,900,1249,10,FLAT,FIRM,33,1,LOSER
5,60,140,7,FLAT,GOOD/SOFT,5,5,LOSER
5,2.58,60,8,FLAT,HEAVY,10,5,WINNER
2,1.52,31,8,FLAT,GOOD/FIRM,18,3,WINNER
2,4.9,28,8,HURDLE,GOOD/FIRM,20,1,WINNER
2,2.92,292,11,FLAT,FAST,48,1,LOSER
2,1.46,408,17,FLAT,FIRM,37,3,LOSER
5,140,11,19,HURDLE,FAST,101,4,LOSER
2,1.45,351,7,HURDLE,FAST,37,2,WINNER
2,1.56,259,19,HURDLE,FIRM,13,1,LOSER
2,1.13,523,15,FLAT,FIRM,55,1,WINNER
2,7.6,1285,16,CHASE,FAST,15,1,LOSER
2,1.31,141,22,FLAT,FIRM,12,1,LOSER
2,1.3,206,7,FLAT,FAST,29,3,LOSER
5,1.25,1941,17,FLAT,GOOD/FIRM,28,5,WINNER
2,1.02,1774,17,FLAT,FAST,23,3,WINNER
2,3.6,179,8,FLAT,SOFT,77,2,LOSER
2,60,87,12,CHASE,HEAVY,22,1,LOSER
2,2.5,4,11,HURDLE,GOOD ,33,1,LOSER
2,5.5,486,8,FLAT,FAST,17,2,WINNER
5,90,877,7,FLAT,HEAVY,21,5,LOSER
2,1.34,21,14,HURDLE,FAST,16,3,WINNER
2,2.76,17,22,HURDLE,GOOD/SOFT,19,2,WINNER
5,1.58,43,13,FLAT,GOOD/FIRM,12,5,WINNER
2,1.06,80,6,HURDLE,FAST,29,2,WINNER
2,300,61,20,HURDLE,HEAVY,10,3,LOSER
2,2.18,73,10,CHASE,HEAVY,24,3,WINNER
2,1.32,66,25,FLAT,GOOD ,28,2,WINNER
5,40,189,8,FLAT,FAST,10,4,LOSER
2,1.62,1552,9,FLAT,SOFT,77,3,WINNER
2,5.7,11,11,HURDLE,GOOD/SOFT,21,1,LOSER
2,16,489,18,HURDLE,GOOD/SOFT,18,3,LOSER
2,1.25,704,9,FLAT,GOOD/FIRM,22,3,WINNER
2,1.33,55,7,CHASE,FIRM,71,2,WINNER
5,5.1,1105,10,FLAT,SOFT,22,4,LOSER
2,1.32,222,11,FLAT,GOOD ,17,1,WINNER
5,8.4,30,14,HURDLE,GOOD/FIRM,22,4,LOSER
2,2.02,39,6,HURDLE,GOOD/FIRM,19,2,WINNER
2,2.42,1502,20,FLAT,FAST,63,2,WINNER
5,18,58,12,FLAT,GOOD ,19,4,LOSER
2,2.96,532,10,FLAT,SOFT,9,2,LOSER
5,4.8,50,17,FLAT,GOOD/FIRM,25,4,LOSER
2,35,876,7,HURDLE,FAST,9,2,LOSER
2,1.56,931,13,CHASE,HEAVY,52,2,LOSER
2,3.7,341,20,FLAT,GOOD ,34,1,LOSER
5,1.65,8,8,FLAT,SOFT,10,4,LOSER
2,1.68,150,7,CHASE,SOFT,13,2,LOSER
2,1.07,61,11,CHASE,FAST,9,2,WINNER
2,1.93,22,18,HURDLE,SOFT,19,3,WINNER
2,3.2,5,9,HURDLE,FIRM,16,3,LOSER
5,1.62,52,16,FLAT,FIRM,22,4,WINNER
2,1.64,150,6,HURDLE,GOOD/FIRM,7,3,LOSER
2,3.7,751,19,HURDLE,GOOD ,12,1,LOSER
5,3.65,27,8,FLAT,SOFT,48,4,WINNER
2,1.71,313,10,FLAT,GOOD ,16,1,WINNER
2,1.18,93,13,FLAT,HEAVY,36,1,WINNER
2,1.21,38,21,HURDLE,GOOD ,106,2,WINNER
2,1.87,1667,5,HURDLE,GOOD ,16,3,LOSER
2,1.03,853,21,FLAT,HEAVY,23,1,LOSER
5,3.3,5,12,HURDLE,SOFT,12,5,WINNER
2,1.19,472,7,FLAT,GOOD/SOFT,12,3,WINNER
2,1.88,471,16,FLAT,GOOD/SOFT,29,2,LOSER
2,1.53,89,15,FLAT,GOOD ,16,2,LOSER
2,1.67,34,10,FLAT,GOOD/FIRM,8,3,WINNER
5,1.82,96,6,HURDLE,FAST,45,5,WINNER
2,1.93,138,9,FLAT,GOOD ,30,3,WINNER
5,180,291,7,FLAT,HEAVY,40,5,LOSER
2,350,400,8,HURDLE,FIRM,26,3,LOSER
2,17,137,11,FLAT,GOOD/SOFT,32,3,WINNER
2,3.25,597,12,FLAT,SOFT,56,2,WINNER
2,2.74,218,17,CHASE,FIRM,30,2,WINNER
2,1.02,269,14,FLAT,GOOD ,69,2,WINNER
2,2.06,30,8,FLAT,GOOD/SOFT,32,2,WINNER
2,1.3,84,12,HURDLE,SOFT,55,3,WINNER
2,2.94,108,7,HURDLE,FAST,44,3,LOSER
5,4.3,172,14,HURDLE,SOFT,22,4,WINNER
2,2.6,190,7,FLAT,GOOD ,19,1,LOSER
2,1.95,17,6,FLAT,GOOD ,50,2,LOSER
2,2.5,111,7,FLAT,GOOD ,17,3,WINNER
2,450,610,17,HURDLE,SOFT,20,2,LOSER
2,2.9,86,16,FLAT,HEAVY,29,1,WINNER
2,2.9,82,17,HURDLE,SOFT,18,2,LOSER
5,2.82,16,6,FLAT,GOOD/FIRM,17,5,LOSER
5,1.14,1188,9,FLAT,FAST,46,4,WINNER
5,1.16,8,7,FLAT,GOOD/SOFT,18,4,LOSER
2,1.21,1971,6,HURDLE,GOOD/FIRM,24,1,WINNER
5,1.28,20,9,FLAT,SOFT,6,4,WINNER
2,2.24,163,8,HURDLE,FAST,16,3,LOSER
5,4.8,332,7,FLAT,GOOD/FIRM,16,4,LOSER
2,3,60,22,FLAT,GOOD ,30,1,LOSER
2,2.98,51,21,HURDLE,SOFT,24,1,WINNER
2,4.5,52,6,FLAT,SOFT,96,3,WINNER
2,50,67,10,FLAT,GOOD/FIRM,19,1,LOSER
5,120,1877,15,FLAT,GOOD/SOFT,9,4,LOSER
2,1.6,119,6,FLAT,HEAVY,10,3,LOSER
2,2.24,120,7,HURDLE,SOFT,11,2,LOSER
2,19,54,15,HURDLE,GOOD/FIRM,61,3,LOSER
2,1.23,561,5,CHASE,GOOD/FIRM,38,3,WINNER
2,11,79,17,CHASE,FAST,22,3,LOSER
2,8.6,1942,7,FLAT,HEAVY,29,3,LOSER
2,2.16,146,6,HURDLE,HEAVY,17,3,LOSER
2,2.22,457,14,CHASE,GOOD/SOFT,16,1,WINNER
2,3.05,18,7,CHASE,GOOD ,13,2,LOSER
5,90,244,9,HURDLE,FAST,39,5,LOSER
5,1.7,112,15,FLAT,FIRM,15,4,WINNER
2,2.82,8,5,CHASE,GOOD ,30,1,LOSER
5,2.8,33,22,HURDLE,GOOD/SOFT,23,5,LOSER
2,1.85,201,6,FLAT,GOOD ,42,1,LOSER
5,5,92,8,FLAT,FIRM,29,5,LOSER
2,2.58,2,10,HURDLE,GOOD/SOFT,52,1,WINNER
5,1.45,941,16,CHASE,GOOD ,53,5,WINNER
5,25,218,6,FLAT,FIRM,28,4,LOSER
2,8.8,97,7,HURDLE,FAST,27,3,LOSER
5,1.18,226,9,CHASE,FIRM,24,4,WINNER
2,3.45,750,17,FLAT,GOOD/SOFT,24,1,LOSER
2,10,187,17,FLAT,SOFT,63,3,LOSER
2,2.12,441,10,HURDLE,HEAVY,7,3,WINNER
2,25,29,11,HURDLE,GOOD/SOFT,15,1,LOSER
2,30,209,8,CHASE,GOOD ,7,1,LOSER
2,2.56,1920,11,HURDLE,SOFT,31,3,LOSER
2,2.3,45,10,HURDLE,FIRM,22,2,WINNER
2,1.68,118,13,HURDLE,GOOD/SOFT,19,1,LOSER
2,5.7,73,16,FLAT,GOOD/SOFT,65,3,LOSER
2,2.92,535,10,HURDLE,GOOD ,15,3,WINNER
2,5.5,21,5,FLAT,HEAVY,10,1,LOSER
2,4.5,35,11,HURDLE,GOOD/SOFT,14,2,LOSER
2,1.41,370,10,HURDLE,SOFT,43,3,WINNER
2,2.24,103,7,FLAT,GOOD/SOFT,12,1,LOSER
2,160,22,12,HURDLE,FIRM,21,2,LOSER
2,1.65,241,6,HURDLE,GOOD/SOFT,30,2,LOSER
2,3.5,84,10,HURDLE,FIRM,8,2,WINNER
2,2.9,122,13,HURDLE,GOOD/FIRM,33,1,WINNER
2,1.81,1580,7,FLAT,GOOD/SOFT,47,3,WINNER
2,70,1446,16,HURDLE,SOFT,22,2,LOSER
2,1.8,267,12,HURDLE,GOOD/FIRM,10,3,LOSER
2,3.45,15,14,HURDLE,SOFT,98,1,WINNER
5,1.34,243,5,HURDLE,GOOD/SOFT,31,5,LOSER
2,1.54,10,13,HURDLE,FAST,23,1,WINNER
2,1.03,87,10,FLAT,FAST,16,3,WINNER
2,1.95,129,9,HURDLE,GOOD/SOFT,6,2,NON_RUNNER
2,1.98,178,14,FLAT,GOOD/SOFT,35,2,WINNER
5,1.64,352,6,FLAT,GOOD ,11,5,WINNER
2,1.5,68,10,CHASE,GOOD ,13,3,WINNER
2,4.5,41,7,FLAT,FAST,92,3,LOSER
2,2.46,9,8,FLAT,HEAVY,35,3,LOSER
2,1.9,15,13,CHASE,SOFT,59,2,WINNER
2,7.6,27,5,HURDLE,GOOD/SOFT,43,3,LOSER
2,2.08,564,12,FLAT,SOFT,39,1,LOSER
2,1.35,281,13,FLAT,FIRM,11,2,WINNER
2,1.31,2,11,FLAT,GOOD ,13,2,WINNER
2,1.74,1020,8,FLAT,GOOD ,21,2,WINNER
2,10,992,21,FLAT,FIRM,17,1,LOSER
2,3.15,863,13,FLAT,FAST,6,2,LOSER
2,25,191,9,FLAT,HEAVY,11,3,WINNER
5,1.12,1125,10,HURDLE,GOOD/SOFT,22,4,WINNER
2,2.06,89,11,HURDLE,FAST,26,2,WINNER
2,350,118,8,FLAT,FIRM,50,1,LOSER
2,1.42,110,7,FLAT,GOOD/SOFT,21,3,WINNER
2,2.58,12,6,CHASE,GOOD ,25,3,LOSER
5,4.5,7,7,FLAT,GOOD/SOFT,22,5,LOSER
5,40,62,8,HURDLE,GOOD/SOFT,11,4,LOSER
2,2.42,3,20,CHASE,GOOD/SOFT,54,2,LOSER
2,14,1641,8,FLAT,SOFT,19,2,LOSER
5,1.26,620,15,HURDLE,GOOD ,20,5,WINNER
5,400,1292,7,FLAT,SOFT,34,4,LOSER
2,15,100,8,HURDLE,FAST,12,1,LOSER
2,3.6,265,6,FLAT,FAST,26,3,NON_RUNNER
2,1.16,618,5,FLAT,FIRM,76,1,WINNER
2,1.71,113,18,HURDLE,FAST,34,1,WINNER
2,1.08,418,6,HURDLE,HEAVY,17,2,LOSER
2,2.78,50,8,HURDLE,GOOD/FIRM,15,2,LOSER
5,1.8,1447,16,FLAT,GOOD/FIRM,45,4,WINNER
5,500,644,12,HURDLE,GOOD/SOFT,15,4,LOSER
2,2.2,4,13,FLAT,GOOD/SOFT,48,1,LOSER
2,1.72,122,21,FLAT,FIRM,19,2,WINNER
2,1.05,17,7,FLAT,GOOD/FIRM,20,1,WINNER
5,3.25,5,20,HURDLE,FAST,15,5,LOSER
5,2.32,189,7,HURDLE,GOOD ,34,4,WINNER
2,3.3,1721,9,FLAT,GOOD/SOFT,65,2,LOSER
2,1.23,292,12,HURDLE,GOOD/SOFT,14,3,WINNER
2,1.76,37,13,FLAT,GOOD ,31,1,WINNER
5,70,35,9,CHASE,FAST,13,5,LOSER
2,1.87,115,13,CHASE,HEAVY,14,3,LOSER
5,2.72,81,9,HURDLE,FAST,16,4,LOSER
5,1.29,95,15,FLAT,GOOD ,5,5,WINNER
5,2.94,6,6,HURDLE,FIRM,20,5,WINNER
2,1.74,442,18,HURDLE,SOFT,49,2,WINNER
2,5.3,332,5,CHASE,SOFT,11,3,LOSER
5,1.41,95,11,HURDLE,SOFT,7,5,WINNER
5,1.35,486,12,HURDLE,GOOD ,11,4,WINNER
5,9.4,1712,19,FLAT,GOOD ,21,4,LOSER
2,1.8,70,24,FLAT,FAST,16,2,LOSER
2,1.22,11,10,FLAT,FAST,15,1,LOSER
2,1.09,52,9,CHASE,HEAVY,38,3,WINNER
5,1.09,91,7,FLAT,GOOD/SOFT,23,4,WINNER
2,2.2,20,7,FLAT,SOFT,29,3,LOSER
2,1.33,271,8,FLAT,FIRM,15,2,WINNER
5,1.82,37,11,FLAT,HEAVY,18,5,LOSER
2,17,11,7,FLAT,GOOD ,15,2,LOSER
2,2.74,197,12,HURDLE,GOOD/FIRM,33,2,LOSER
5,5.1,506,8,HURDLE,FAST,20,4,LOSER
5,19,12,9,HURDLE,HEAVY,62,5,LOSER
2,60,246,6,FLAT,FAST,42,2,LOSER
2,100,64,15,HURDLE,GOOD/SOFT,21,2,LOSER
5,300,209,5,FLAT,HEAVY,32,5,LOSER
2,3.4,74,9,FLAT,SOFT,25,3,LOSER
2,2.98,196,8,HURDLE,FIRM,55,3,LOSER
2,5.3,4,15,FLAT,FAST,47,2,LOSER
5,1.76,865,11,HURDLE,GOOD/SOFT,77,4,WINNER
5,1.2,663,11,HURDLE,HEAVY,15,4,WINNER
2,2.8,56,20,FLAT,HEAVY,34,1,LOSER
2,160,6,20,FLAT,GOOD ,10,1,LOSER
2,5.2,630,11,HURDLE,GOOD/SOFT,37,2,WINNER
2,12,272,7,FLAT,FIRM,21,1,LOSER
5,3.85,212,9,HURDLE,FAST,82,5,LOSER
5,1.87,174,8,HURDLE,GOOD/SOFT,31,5,WINNER
5,1.39,99,8,FLAT,GOOD ,18,5,WINNER
5,2.2,14,14,FLAT,SOFT,34,4,WINNER
2,18,19,16,FLAT,SOFT,26,2,LOSER
2,2.08,828,9,FLAT,GOOD ,19,3,WINNER
2,3.85,836,11,HURDLE,FAST,24,3,LOSER
2,1.9,380,10,HURDLE,HEAVY,21,2,LOSER
2,2.58,215,9,FLAT,FAST,20,2,LOSER
2,7.2,934,8,FLAT,GOOD/SOFT,15,1,WINNER
2,3.6,16,7,CHASE,GOOD/FIRM,12,1,LOSER
2,3.65,161,21,FLAT,HEAVY,37,2,LOSER
2,1.17,158,8,FLAT,GOOD/FIRM,9,2,WINNER
5,1.52,43,14,FLAT,GOOD/FIRM,26,5,WINNER
2,2.1,24,11,HURDLE,GOOD/FIRM,25,3,LOSER
5,2.9,17,11,CHASE,GOOD/SOFT,7,4,WINNER
2,9.8,139,11,HURDLE,GOOD/FIRM,16,1,LOSER
2,1.22,3,6,CHASE,GOOD/FIRM,17,1,WINNER
5,120,894,10,HURDLE,GOOD/FIRM,89,5,LOSER
5,90,124,10,FLAT,FIRM,33,5,LOSER
5,2.62,24,7,CHASE,HEAVY,6,5,WINNER
5,2.4,1426,9,HURDLE,FIRM,14,4,LOSER
2,5.5,227,16,HURDLE,SOFT,6,3,LOSER
2,120,125,13,CHASE,GOOD/SOFT,24,2,LOSER
5,5.9,1002,8,CHASE,FIRM,22,4,WINNER
2,5.7,93,13,HURDLE,FAST,10,2,WINNER
2,2.3,300,11,FLAT,GOOD ,9,2,LOSER
2,1.08,1112,8,CHASE,GOOD ,66,3,WINNER
5,1.43,29,8,FLAT,GOOD/FIRM,32,5,WINNER
2,3.9,201,8,FLAT,HEAVY,10,2,WINNER
2,2.34,12,8,HURDLE,HEAVY,17,1,WINNER
2,3.1,403,18,FLAT,HEAVY,20,3,LOSER
2,3.2,100,6,FLAT,GOOD/SOFT,96,1,LOSER
2,2.48,125,8,FLAT,GOOD/SOFT,47,3,LOSER
2,500,122,25,HURDLE,FAST,9,2,LOSER
2,2.9,6,7,FLAT,GOOD/FIRM,24,3,WINNER
2,1.09,65,11,HURDLE,FAST,46,3,WINNER
5,1.08,1524,12,CHASE,HEAVY,8,5,WINNER
2,120,1525,12,CHASE,SOFT,10,1,LOSER
2,1.73,870,6,CHASE,HEAVY,20,1,WINNER
2,250,446,11,HURDLE,GOOD ,14,1,LOSER
5,1.55,1077,9,HURDLE,SOFT,12,5,LOSER
2,2.68,194,10,HURDLE,GOOD/FIRM,18,2,LOSER
5,1.82,21,6,FLAT,HEAVY,17,5,LOSER
2,1.2,84,6,HURDLE,SOFT,16,2,WINNER
2,3.65,221,13,HURDLE,SOFT,21,3,LOSER
5,1.89,144,13,FLAT,GOOD ,19,4,WINNER
2,1.88,23,9,FLAT,GOOD ,73,1,WINNER
2,4.7,437,15,HURDLE,FIRM,29,3,LOSER
2,200,2,9,HURDLE,GOOD ,19,1,LOSER
2,1.43,57,12,FLAT,GOOD ,37,3,WINNER
5,4.9,839,18,CHASE,FAST,76,5,LOSER
2,180,10,9,FLAT,FIRM,15,1,LOSER
2,11,194,8,HURDLE,FAST,44,3,LOSER
2,700,1437,9,FLAT,FAST,61,3,LOSER
2,1.86,1329,12,FLAT,HEAVY,27,3,LOSER
5,3.3,183,6,HURDLE,FIRM,32,5,LOSER
5,1.54,343,7,FLAT,SOFT,14,5,WINNER
2,8.4,133,6,HURDLE,GOOD ,12,3,LOSER
2,9,40,6,FLAT,HEAVY,42,1,LOSER
2,17,106,8,FLAT,GOOD ,56,1,LOSER
2,2.34,849,7,CHASE,SOFT,33,1,LOSER
2,1.83,142,8,FLAT,GOOD/SOFT,18,3,WINNER
2,2.04,139,10,FLAT,HEAVY,13,1,WINNER
5,5.2,605,5,HURDLE,FIRM,16,5,WINNER
2,1.47,31,11,FLAT,SOFT,27,1,WINNER
2,10,15,12,FLAT,FIRM,24,1,LOSER
2,1.6,399,6,HURDLE,GOOD/FIRM,11,3,WINNER
2,1.67,498,7,FLAT,GOOD/FIRM,16,1,LOSER
5,3.75,232,7,FLAT,GOOD/SOFT,10,5,LOSER
5,2.82,163,5,FLAT,GOOD/SOFT,20,5,LOSER
2,3.3,43,7,FLAT,GOOD/SOFT,20,3,LOSER
2,2.94,158,7,CHASE,GOOD/FIRM,15,3,LOSER
2,12,165,8,CHASE,FIRM,20,2,LOSER
5,9.2,675,10,HURDLE,FIRM,11,5,LOSER
5,3.05,152,17,FLAT,FAST,32,4,WINNER
5,20,20,17,HURDLE,SOFT,23,5,LOSER
2,4.7,1668,6,HURDLE,GOOD ,8,3,WINNER
5,2.82,213,17,FLAT,GOOD/SOFT,24,5,WINNER
5,7.4,107,8,HURDLE,GOOD/SOFT,30,4,LOSER
2,2.5,22,8,HURDLE,HEAVY,22,3,LOSER
2,1.62,94,10,FLAT,FAST,17,3,WINNER
2,1.35,91,9,FLAT,GOOD ,17,2,LOSER
2,3.25,113,12,FLAT,GOOD ,56,2,LOSER
5,1.28,939,7,FLAT,HEAVY,14,4,LOSER
5,13,191,11,FLAT,SOFT,12,5,LOSER
2,13,172,15,FLAT,HEAVY,62,2,LOSER
2,1.19,72,11,FLAT,SOFT,41,2,WINNER
5,1.42,13,11,FLAT,FIRM,10,4,LOSER
2,1.94,61,7,HURDLE,GOOD/SOFT,78,1,WINNER
2,50,62,10,FLAT,FIRM,26,2,LOSER
2,4.1,76,6,FLAT,HEAVY,27,3,LOSER
5,1.17,422,5,HURDLE,GOOD/FIRM,21,5,WINNER
2,1.28,1206,17,CHASE,GOOD/FIRM,28,3,WINNER
2,1.15,7,7,CHASE,HEAVY,80,2,WINNER
2,2.84,983,12,FLAT,FIRM,29,1,LOSER
2,1.32,319,8,CHASE,SOFT,18,3,LOSER
2,9.2,678,6,FLAT,HEAVY,20,3,LOSER
2,2.62,175,19,CHASE,GOOD ,18,2,WINNER
2,9.6,1008,8,HURDLE,FAST,34,2,LOSER
2,1.66,617,8,FLAT,GOOD ,65,3,WINNER
2,1.94,81,20,FLAT,FIRM,29,1,WINNER
5,7.6,20,9,HURDLE,GOOD ,14,5,LOSER
5,1.91,67,7,CHASE,FAST,23,5,LOSER
2,200,427,10,FLAT,FIRM,33,3,LOSER
2,2.16,22,16,CHASE,GOOD/SOFT,8,3,WINNER
5,1.78,28,6,FLAT,GOOD ,16,5,LOSER
2,1.66,8,15,HURDLE,FIRM,13,3,WINNER
2,5.3,46,9,HURDLE,SOFT,50,1,WINNER
5,1.54,24,16,FLAT,GOOD ,68,5,WINNER
5,100,132,10,HURDLE,GOOD/SOFT,5,4,LOSER
2,2.3,168,10,HURDLE,FAST,18,3,WINNER
2,1.75,24,8,HURDLE,SOFT,24,1,WINNER
2,1.97,1828,7,CHASE,GOOD ,27,3,LOSER
2,2.36,185,9,HURDLE,HEAVY,15,1,WINNER
2,1.45,83,6,HURDLE,FIRM,77,2,WINNER
2,5.5,179,10,FLAT,HEAVY,13,1,WINNER
2,1.75,304,10,HURDLE,GOOD ,13,2,LOSER
5,1.07,108,19,HURDLE,GOOD ,27,4,WINNER
5,3.45,6,8,HURDLE,FAST,9,5,LOSER
2,8.8,37,9,HURDLE,SOFT,27,3,LOSER
2,160,15,7,HURDLE,FIRM,32,3,LOSER
2,1.26,1191,17,FLAT,GOOD/SOFT,25,1,WINNER
2,5.2,494,16,FLAT,GOOD/SOFT,30,1,LOSER
5,1.95,310,10,FLAT,GOOD/FIRM,24,5,WINNER
2,1.01,22,17,HURDLE,FAST,80,2,WINNER
2,2.18,1283,17,HURDLE,GOOD ,71,1,LOSER
2,2.66,31,17,CHASE,SOFT,43,1,WINNER
2,1.44,194,6,CHASE,GOOD/FIRM,11,2,WINNER
2,2.76,102,11,HURDLE,GOOD ,10,3,WINNER
2,9.4,40,12,HURDLE,GOOD/SOFT,52,2,LOSER
2,1.24,185,11,HURDLE,SOFT,13,3,WINNER
2,1.92,111,10,HURDLE,FIRM,23,3,WINNER
2,2.12,39,21,FLAT,HEAVY,11,2,LOSER
5,3.9,56,7,HURDLE,GOOD ,10,4,WINNER
2,7.8,4,10,HURDLE,FIRM,17,3,LOSER
5,4.4,11,11,HURDLE,HEAVY,29,5,LOSER
5,1.57,84,9,FLAT,SOFT,46,4,WINNER
2,2.26,374,18,FLAT,GOOD ,14,3,LOSER
2,1.22,8,18,HURDLE,GOOD/SOFT,30,2,WINNER
2,1.56,824,9,FLAT,GOOD/FIRM,24,2,WINNER
2,50,447,8,FLAT,FAST,17,3,LOSER
2,9.6,2,7,HURDLE,HEAVY,18,2,LOSER
5,2.34,27,21,FLAT,FIRM,13,4,LOSER
2,2.58,123,21,CHASE,SOFT,8,1,LOSER
2,1.35,17,17,HURDLE,HEAVY,38,3,LOSER
5,1.36,8,11,CHASE,GOOD ,13,5,NON_RUNNER
2,1.15,34,7,CHASE,FIRM,12,2,WINNER
5,1.28,1038,7,HURDLE,GOOD/FIRM,5,5,WINNER
2,4.2,235,6,FLAT,FIRM,12,1,LOSER
2,1.91,20,17,HURDLE,GOOD/SOFT,36,2,WINNER
2,7.8,6,5,CHASE,FAST,37,1,LOSER
2,1.5,12,8,FLAT,GOOD/SOFT,19,2,WINNER
2,1.18,543,8,FLAT,GOOD/SOFT,33,1,WINNER
2,2.8,702,7,FLAT,FAST,23,3,WINNER
5,2.32,672,8,FLAT,HEAVY,18,4,LOSER
2,2.4,98,7,CHASE,FIRM,24,2,WINNER
2,1.7,311,16,HURDLE,SOFT,92,1,WINNER
2,2.8,546,7,HURDLE,GOOD ,17,3,LOSER
2,2.02,45,9,FLAT,FIRM,37,3,LOSER
5,1.26,102,7,FLAT,GOOD/FIRM,27,4,WINNER
2,18,41,6,FLAT,GOOD/FIRM,86,2,LOSER
2,3.25,34,9,FLAT,GOOD/FIRM,38,3,LOSER
2,1.77,1308,7,HURDLE,GOOD ,32,3,LOSER
2,60,72,6,HURDLE,SOFT,29,2,LOSER
2,8,108,15,HURDLE,FIRM,80,1,WINNER
2,3.35,962,8,CHASE,FAST,33,3,LOSER
5,1.61,366,13,HURDLE,FAST,15,4,WINNER
2,7,1207,6,FLAT,FAST,29,1,LOSER
2,400,84,8,CHASE,GOOD/FIRM,41,3,LOSER
2,1.81,31,11,FLAT,FIRM,93,1,WINNER
2,100,517,13,FLAT,GOOD ,45,2,LOSER
5,1.73,77,7,CHASE,HEAVY,8,4,LOSER
2,1.57,102,8,CHASE,FAST,40,1,WINNER
5,10,40,15,FLAT,FAST,62,5,LOSER
2,3.2,1813,22,CHASE,GOOD/SOFT,111,2,LOSER
5,5.4,100,8,HURDLE,GOOD ,25,4,LOSER
2,2.5,467,12,CHASE,SOFT,17,3,LOSER
5,1.54,133,16,FLAT,SOFT,36,4,WINNER
2,1.93,33,14,FLAT,SOFT,62,2,WINNER
2,1.69,72,16,FLAT,SOFT,8,3,WINNER
2,1.27,256,12,HURDLE,FAST,15,1,LOSER
5,1.08,226,16,FLAT,GOOD/SOFT,31,5,WINNER
2,1.01,59,8,FLAT,GOOD/FIRM,7,1,WINNER
2,1.43,183,14,HURDLE,GOOD ,27,1,WINNER
2,2.46,39,21,FLAT,SOFT,16,1,WINNER
2,2.92,489,14,FLAT,FAST,53,3,LOSER
5,1.77,1322,8,CHASE,GOOD ,29,4,LOSER
5,1.35,576,9,CHASE,GOOD/FIRM,22,5,WINNER
5,1.33,128,8,FLAT,GOOD/FIRM,31,4,WINNER
5,1.55,17,17,CHASE,HEAVY,14,5,WINNER
2,1.43,308,9,HURDLE,GOOD/FIRM,26,1,WINNER
2,6.6,277,16,CHASE,FIRM,39,2,LOSER
2,1.7,95,8,CHASE,FIRM,13,3,LOSER
2,2.6,251,6,HURDLE,GOOD/SOFT,41,1,LOSER
2,19,352,10,HURDLE,SOFT,9,1,LOSER
2,1.17,3,21,FLAT,FAST,21,2,WINNER
2,7.8,126,6,FLAT,FIRM,24,2,LOSER
5,2.32,596,17,HURDLE,FIRM,60,4,WINNER
2,10,41,7,FLAT,FAST,89,2,LOSER
2,1.12,1610,9,HURDLE,SOFT,8,1,WINNER
2,1.69,1521,10,HURDLE,FAST,9,1,LOSER
2,3.7,112,11,CHASE,GOOD/SOFT,18,2,LOSER
2,3.9,292,8,FLAT,HEAVY,28,2,LOSER
2,1.38,697,20,HURDLE,FIRM,20,2,WINNER
2,2.28,630,8,FLAT,GOOD/FIRM,21,3,WINNER
2,30,164,9,HURDLE,GOOD ,14,3,LOSER
5,2.78,739,22,FLAT,FAST,22,4,LOSER
2,7.4,119,14,CHASE,GOOD/FIRM,37,2,LOSER
2,9.6,76,20,FLAT,FIRM,8,2,LOSER
2,1.66,21,7,HURDLE,GOOD/SOFT,5,2,WINNER
5,1.19,452,12,FLAT,SOFT,33,5,WINNER
2,1.61,1157,6,HURDLE,GOOD/SOFT,11,2,WINNER
2,1.29,7,15,FLAT,GOOD/FIRM,14,3,WINNER
2,1.41,553,13,FLAT,FIRM,28,3,WINNER
2,1.81,4,5,HURDLE,GOOD ,11,1,LOSER
5,1.72,21,24,HURDLE,GOOD/FIRM,10,5,LOSER
2,18,33,12,HURDLE,GOOD/SOFT,9,1,LOSER
2,1.47,93,7,HURDLE,GOOD/FIRM,30,3,WINNER
2,1.06,298,9,CHASE,FIRM,35,2,NON_RUNNER
2,40,183,15,HURDLE,FAST,14,1,LOSER
2,3.8,1359,6,FLAT,HEAVY,20,3,LOSER
2,3.85,459,14,FLAT,HEAVY,40,3,LOSER
5,2.68,19,13,CHASE,GOOD/FIRM,103,5,WINNER
2,2.06,119,8,HURDLE,FAST,9,3,WINNER
2,1.22,614,8,FLAT,GOOD/FIRM,51,2,WINNER
5,1.15,351,6,FLAT,GOOD/FIRM,47,5,WINNER
5,50,292,5,FLAT,GOOD ,12,4,LOSER
2,12,5,11,FLAT,HEAVY,33,1,LOSER
5,16,223,9,HURDLE,GOOD/FIRM,71,4,LOSER
5,3.25,7,6,FLAT,FAST,21,5,LOSER
2,6.8,132,18,HURDLE,GOOD/FIRM,21,1,LOSER
2,1.42,76,15,FLAT,FAST,36,3,WINNER
2,5.8,26,22,HURDLE,GOOD ,84,2,LOSER
